Symbol,Volume,Status
N400.MI,415,Fail
JIG,7877,Fail
3LFB.L,1,Fail
DUSL,15366,Fail
GBS.L,145,Fail
QQQ,0,Error
NFLU,504,Fail
SECD,0,Fail
CBB.TO,0,Fail
BNKE.L,1,Fail
ITM,0,Error
ZFN.TO,423,Fail
SGLD.MI,16466,Fail
XSER.L,0,Fail
EUHI.F,0,Fail
XFRM.L,0,Fail
SCHV,0,Error
AUT.PA,0,Fail
ZTAX,83,Fail
159800.KS,36,Fail
ECLN,352,Fail
CAAA,0,Fail
FDGR,5528,Fail
AHYB,744,Fail
MINT,0,Error
3NFE.L,0,Fail
KLDW,0,Fail
1ARG.L,0,Fail
IGPT,0,Error
UPGR,17,Fail
EMHD.L,230,Fail
299070.KS,0,Fail
JHMT,0,Fail
GVIP,1873,Fail
QQQS,561,Fail
XMRD.L,0,Fail
XBAI.DE,0,Fail
VCN.TO,63185,Fail
290130.KS,1523,Fail
CLOZ,1220318,Pass
SYBS.DE,222,Fail
STPZ,0,Error
SCIO,2,Fail
CWF.PA,0,Fail
RTYD,0,Fail
OND,0,Fail
FAZ,0,Error
FTXH,2355,Fail
3XLF.AS,0,Fail
FLRN,0,Error
WUSA,1687,Fail
ALAT.PA,2204,Fail
IDMO,21361,Fail
PSMR,1224,Fail
KCCA,127866,Fail
SEAC.DE,27384,Fail
UL3S.MI,25,Fail
SE1.L,0,Fail
CM9.PA,110,Fail
EUN0.DE,1304,Fail
GLCC.TO,0,Error
WTEC.L,3,Fail
XPXJ.MI,10,Fail
XDGE.DE,20777,Fail
JPTC.L,5071,Fail
ZSL,0,Error
APLY.NE,6392,Fail
2805.HK,0,Fail
VCE.TO,19782,Fail
GEX,1700,Fail
IWFM.L,595,Fail
EHLS,8330,Fail
BSMT,23841,Fail
LGEU.L,4,Fail
EMCC,32,Fail
CCMG,17477,Fail
JET3.L,0,Fail
FCCV.TO,1864,Fail
ZCH.TO,0,Error
AMLP,0,Error
EMDL.L,1,Fail
RIEG.L,0,Fail
PHAG.MI,329152,Pass
AUSF,32388,Fail
HEALTHIETF.BO,0,Fail
EUN2.DE,101344,Fail
KXI,0,Error
USCR.L,9840,Fail
SEMB.L,258,Fail
QTAP,1298,Fail
PRAZ.DE,2629,Fail
FCLD,10530,Fail
AMZY,123409,Fail
XD3E.L,0,Fail
MYY,0,Error
SC0E.DE,14,Fail
AE50.DE,1556,Fail
IEEM.L,62,Fail
TABX.DE,0,Fail
XGC.TO,0,Fail
IBTE.L,10,Fail
LSST,0,Fail
SPXV,68,Fail
QQ3S.L,2900,Fail
HYLD-U.TO,0,Error
152100.KS,51116,Fail
S7XP.L,20,Fail
MOM50.BO,0,Fail
DBXN.DE,4163,Fail
UBIF.L,0,Fail
AFIF,7662,Fail
LHTC.DE,0,Error
181480.KS,177,Fail
UD06.L,1,Fail
XESC.L,13,Fail
VEVE.L,891,Fail
SLDR,3,Fail
AASU.SW,0,Fail
IVLC,0,Fail
TAB1.DE,0,Fail
ICAE.TO,100,Fail
TSWE.AS,46148,Fail
HISF,9774,Fail
IEMD.L,169,Fail
MDBU.L,8,Fail
SXDPEX.DE,0,Fail
AVUS,192327,Fail
MEAR,119769,Fail
EL4I.DE,153,Fail
IPRP.MI,493,Fail
YLD,55954,Fail
JPGE,0,Fail
316300.KS,995,Fail
SUOA.AS,9272,Fail
3GOL.L,100,Fail
WTDY.DE,1,Fail
SMMU,0,Error
DXSU.DE,158,Fail
SDHG.L,0,Fail
275980.KS,5117,Fail
XDJE.DE,826,Fail
3IBE.L,0,Fail
IVOG,0,Error
275290.KS,2,Fail
CGCV,25309,Fail
FRDM,47083,Fail
LIVR,33651,Fail
ADME,8522,Fail
FVAL,46224,Fail
XHS,0,Error
FGM.TO,0,Fail
279540.KS,0,Fail
TLO,0,Fail
XDJP.DE,64500,Fail
FTB.TO,0,Fail
FRUC.L,0,Fail
PAUS.F,0,Fail
HYIN,1625,Fail
RQFI.DE,130872,Fail
DXJS,5144,Fail
EWS,0,Error
GENT,15184,Fail
SCHO,0,Error
C3M.PA,384,Fail
BTCX-B.TO,302014,Pass
MINT.TO,100,Fail
IQQW.DE,16481,Fail
FEUR.MI,631,Fail
XDPE.DE,1460,Fail
ICSU.L,2,Fail
BEDZ,0,Fail
CRPT,31985,Fail
FLFR,0,Fail
ILF,0,Error
IAPD.MI,16145,Fail
DTJ,0,Fail
SBIU.L,2,Fail
GRU,0,Fail
VHT,0,Error
BUFQ,113440,Fail
SPLE.L,0,Fail
IMV.L,0,Fail
UIQI.DE,35,Fail
XIU.TO,0,Error
BTCY.TO,37177,Fail
FIW,0,Error
USAG,0,Fail
NETZ,29920,Fail
BDCZ,8807,Fail
CSY7.DE,28,Fail
SOXW,435,Fail
TGRT,16242,Fail
BRK2.L,1,Fail
SEMD.AS,588,Fail
OBND,1188,Fail
XEM.TO,0,Error
VXZB,0,Fail
EMCA.L,490,Fail
3033.HK,1229276008,Pass
SPEP.L,77,Fail
MU2.L,10,Fail
T3KE.DE,1066,Fail
3CAS.PA,1817,Fail
CMBU.L,0,Fail
FBCG,319276,Pass
PETZ.L,0,Fail
JBND,281237,Pass
FYLD,44928,Fail
MCLC.TO,100,Fail
RINF,0,Error
XCO2.DE,6766,Fail
3LGO.L,15,Fail
WSRD.TO,831,Fail
AVSC,52462,Fail
ETFSAP.JO,17090,Fail
TDB.TO,79162,Fail
EENG.MI,0,Error
9074.HK,154,Fail
IBTC.SW,38202,Fail
C13.PA,0,Fail
INDS,7711,Fail
KNCT,100,Fail
CRAL.L,0,Fail
UC90.L,0,Fail
EIMU.L,1270,Fail
REK,0,Error
CSHP,2016,Fail
POWA,0,Error
DAX.PA,1605,Fail
CUSS.L,7,Fail
HAP,0,Error
FBY,226181,Pass
IWMI,66653,Fail
EMRJ.L,0,Fail
FEBZ,0,Fail
1COI.L,0,Fail
OLEM,0,Fail
IVLU,127751,Fail
XESP.DE,498,Fail
IGLC.SW,6766,Fail
QMIX.AX,293,Fail
RUBH.TO,0,Fail
PADV.L,2179,Fail
DFAS,190212,Fail
272220.KS,0,Fail
GUMI,1,Fail
IDRV,31060,Fail
NOEU.MI,50,Fail
IHYU.L,20000,Fail
UC55.L,0,Fail
UBOT,4686,Fail
LGLZ,0,Fail
HXF.TO,0,Fail
CAGS.TO,0,Fail
STAW.MI,752,Fail
FCIN.NE,0,Error
IXJ.AX,2464,Fail
RBTX.L,922,Fail
HPYT.TO,245729,Pass
XZME.F,0,Fail
RPF.TO,753,Fail
NBCM,19032,Fail
ZPRL.F,0,Fail
BRIC.SW,0,Fail
NFLS.L,1001,Fail
ZGB.TO,1493,Fail
WTIC.DE,928,Fail
CRBU.L,0,Fail
BNGE,15,Fail
IBTM.SW,19640,Fail
JNKS.L,638,Fail
FPX.L,389,Fail
FVD.L,0,Fail
XGLE.L,5,Fail
CGMS,550030,Pass
FAAR,5912,Fail
EAOM,162,Fail
ASR.NZ,4391,Fail
CORE.AX,0,Fail
MVEA.DE,62378,Fail
CE8.PA,65,Fail
JPRE,5033,Fail
SQY,29668,Fail
DBO,0,Error
XBAU.SW,0,Fail
GBUY,8769,Fail
UEFZ.DE,383,Fail
HYS,0,Error
KROP.L,0,Fail
NRGI.NE,33463,Fail
SDIE.DE,0,Fail
DFSU,128135,Fail
MGB.TO,2216,Fail
JOJO,4,Fail
SEML.L,1,Fail
TNOW.PA,1023,Fail
540K.DE,0,Fail
VUKG.L,39,Fail
INRE.PA,667,Fail
226490.KS,4092,Fail
SEEU.MI,0,Fail
EHF1.DE,644,Fail
TAPR,0,Fail
VGEA.DE,23127,Fail
PBSM,0,Fail
3FBE.L,0,Fail
BCHN.MI,2429,Fail
IEUX.L,65,Fail
SYBN.DE,164,Fail
SMLN.DE,64,Fail
FDIU.L,0,Fail
DEMV.L,0,Fail
QEM.TO,0,Fail
BBJP,513276,Pass
IPIR.MI,0,Fail
BRLN,9259,Fail
AMZ2.L,0,Fail
DX2K.DE,0,Fail
EXV5.DE,15036,Fail
292730.KS,0,Fail
QRE.AX,202780,Pass
TIGB.L,1,Fail
BSML,0,Fail
C029.DE,0,Fail
MORL,0,Fail
MWRD.MI,6797,Fail
XSDX.L,2060,Fail
CSH,0,Fail
PSB.TO,2170,Fail
EGRI.PA,1706,Fail
NCPB,256,Fail
WMVG.L,1201,Fail
HZU.TO,0,Error
HED.TO,0,Error
SYLD,123579,Fail
IAUM,2350751,Pass
OBTC,3300,Fail
TBFC,0,Fail
SUES.L,1126,Fail
CGB.L,0,Fail
ADZ,0,Fail
EEWG.L,227613,Pass
GSIB,1275,Fail
FEPI,111715,Fail
2BRK.AS,157,Fail
STSL.L,196,Fail
AT1.L,8,Fail
ETSZ.DE,13305,Fail
FGRO.NE,39966,Fail
NUCL,0,Fail
SETFNIF50.NS,253742,Pass
MVRL,9143,Fail
IUGA.L,3839,Fail
DALT,0,Fail
TRSX.L,0,Fail
SHYU.L,241,Fail
DTD,0,Error
PRAU.DE,0,Fail
WOSC.L,1877,Fail
114470.KS,58,Fail
CEW.TO,0,Error
DRUP,3395,Fail
0XCK.IL,0,Error
ZDI.TO,4534,Fail
WRDUSW.SW,26751,Fail
VESG.AX,3704,Fail
XD5D.L,883,Fail
TRE.L,671,Fail
140580.KS,2,Fail
QQQS.L,3500,Fail
MNM,0,Fail
CLMA.L,0,Fail
IWFG,0,Fail
HIG-U.TO,0,Fail
185680.KS,460,Fail
ZPRW.DE,165,Fail
PVTBANIETF.BO,0,Fail
GOVH.PA,544,Fail
RQN.TO,84726,Fail
EDC,0,Error
MDIV,30966,Fail
CXAS.L,0,Fail
TPVY,0,Fail
GC2U.DE,0,Fail
196030.KS,110,Fail
SJPY.L,0,Fail
WTRE.L,0,Fail
DBXA.DE,2374,Fail
HMJD.L,0,Fail
SDHY.L,7000,Fail
PPIE,17126,Fail
GGRW,214,Fail
LQQ.PA,2599,Fail
ATSX.TO,0,Fail
VIF.AX,4646,Fail
IEMV,0,Fail
XCR.TO,0,Fail
HTWG.L,1617,Fail
PNOV,85649,Fail
ICOM.L,500,Fail
FIDI,5823,Fail
AIBU,7286,Fail
BIUS.L,0,Fail
SUSD.L,0,Fail
5BTS.MI,1315,Fail
USL,0,Error
AMEQ.DE,209,Fail
ETBB.DE,1,Fail
CEUD.MI,4063,Fail
NDVG,2379,Fail
IBIH,2070,Fail
IDNA,16722,Fail
IS3L.DE,363,Fail
QQC.TO,36215,Fail
JHML,18103,Fail
AGF,0,Fail
JMHI,22522,Fail
PRNT,6973,Fail
FBZ,0,Error
DFHY,278,Fail
9405.SR,0,Error
3141.HK,2800,Fail
IPXJ.L,5,Fail
HTRB,478080,Pass
NUSI,34324,Fail
XUFN.L,19,Fail
FNX,0,Error
BSCP,6478202,Pass
HOCT,1,Fail
BYTE,0,Fail
CETH,130605,Fail
BANK.AX,1169,Fail
DFJ,0,Error
DIV,170020,Fail
MIST.L,0,Fail
SRHR,0,Fail
GNAF,0,Fail
UBA.AX,0,Fail
JGSA.L,12,Fail
UVDV,0,Fail
VDTS.L,0,Fail
FCOM,69343,Fail
DFVS,0,Fail
REUSE.MI,6728,Fail
WGES.L,0,Fail
XDGU.DE,5556,Fail
DYNF,863173,Pass
3080.HK,0,Fail
RLB.TO,1700,Fail
243880.KS,1740,Fail
XLBS.L,177,Fail
HDLG.L,465,Fail
BND.TO,10721,Fail
CEWUF,0,Fail
CAPU.L,28,Fail
AAAU,2535994,Pass
BCHN.L,19,Fail
IUS,26521,Fail
R2SC.L,20,Fail
ISEU.L,28662,Fail
FINX,103334,Fail
3LLL.L,6,Fail
248270.KS,537,Fail
GHYG,4859,Fail
EUPB.AS,493,Fail
VIG,0,Error
BBIP,0,Fail
VGV.TO,3062,Fail
AVDS,738,Fail
DJUN,4983,Fail
ERN1.L,218,Fail
LAUT.DE,0,Fail
LABS,0,Fail
SYBU.DE,112,Fail
WXAG.L,13042,Fail
FLCV,0,Fail
XAIX.DE,35292,Fail
IWFH,0,Fail
EGUS,1047,Fail
SP5C.L,17,Fail
IDAR.L,0,Fail
CARK,0,Fail
HXS.TO,0,Error
QVAL,23855,Fail
EDVD.L,727,Fail
GOVD.L,0,Fail
3ROE.L,0,Fail
IGM,0,Error
292190.KS,96,Fail
EMDV.L,726,Fail
7266.HK,155200,Fail
LEMV.L,0,Fail
FGRO,0,Fail
SPIB,0,Error
DAT,3555,Fail
GRID,0,Error
WDSC.L,105,Fail
SCCE,2568,Fail
CZA,0,Error
C4D.PA,287,Fail
POTX,0,Fail
XMAS.L,0,Fail
EES,0,Error
SKF,0,Error
E908.DE,710,Fail
MXUK.DE,1016,Fail
PBP,0,Error
ETCGLDRMAU.WA,0,Fail
E909.F,0,Fail
WATT.L,0,Fail
USEQ,0,Fail
MILN,5811,Fail
BMLP,0,Fail
FDNI,3882,Fail
SMRU.L,0,Fail
HRAA.TO,202,Fail
VCLN,0,Fail
FSTA,58197,Fail
JPHG.L,0,Fail
DIVG,0,Fail
IGHG,13460,Fail
BRNB.L,11,Fail
JMUB,228101,Pass
NAPR,3605,Fail
BSLSENETFG.BO,397,Fail
XG7U.L,1082,Fail
FLDB,762,Fail
SBAB.L,0,Fail
CS51.L,1,Fail
E909.DE,4300,Fail
CLOB,75,Fail
FB3.L,810,Fail
DMRL,0,Fail
ECR3.DE,9757,Fail
SC0H.DE,1414,Fail
ZINC.L,10,Fail
CMGU.L,0,Fail
SIUS.L,0,Fail
329660.KS,11567,Fail
3SBP.L,9,Fail
PBRT.L,85,Fail
VGVA.L,1,Fail
VB,0,Error
CSSPX.MI,6978,Fail
FGO.TO,6200,Fail
LDSF,17209,Fail
GHTA,11152,Fail
YTSL.NE,124097,Fail
MGOV,16916,Fail
V60A.DE,7448,Fail
UC15.L,141,Fail
WCHN,0,Fail
XFVT.L,127,Fail
QDEC,6886,Fail
RQF.TO,0,Fail
XTWY,2251,Fail
EBUY.L,1,Fail
SMLP.DE,325,Fail
ZST.TO,0,Error
SNPD,0,Fail
STR.PA,292,Fail
ETHV,66033,Fail
SBV,0,Fail
IPLT.L,7,Fail
SYB5.DE,501,Fail
FLHY,70140,Fail
RWO,0,Error
BIV,0,Error
FVSJ.DE,19672,Fail
XRME.F,0,Fail
IBND,0,Error
MVSH.SW,0,Fail
EMZA,0,Fail
BITO,5412189,Pass
FBAL.NE,65109,Fail
SMRE.DE,0,Fail
SPRE,43640,Fail
DJE.MI,1655,Fail
3BUL.MI,10,Fail
AIRL,108,Fail
LGAP.L,0,Fail
HNGSNGBEES.NS,688631,Pass
ZPRP.SG,0,Fail
USTB,52062,Fail
LMHA,0,Fail
SFLR,119490,Fail
IQCY.L,0,Fail
DPAG.L,1,Fail
XGVD.DE,28,Fail
RYT,0,Fail
XNID.L,400,Fail
QLTY,146458,Fail
JPNH.DE,70,Fail
EXV8.DE,3914,Fail
EQEU.DE,2131,Fail
EIB3.F,0,Fail
ICICIFMCG.NS,0,Fail
UBTS.L,0,Fail
SPY.AX,213,Fail
DESK,1501,Fail
CRAU.L,0,Fail
306950.KS,0,Fail
5HEU.F,0,Fail
GGOV.L,0,Fail
SPPW.DE,142996,Fail
XZBD.L,0,Fail
TDT.AS,6351,Fail
RTH,0,Error
IGL5.L,221,Fail
SGLO.L,87,Fail
AVIV,22013,Fail
XBGG.L,81,Fail
XDTE,165855,Fail
HMEF.L,51,Fail
FLJH,8540,Fail
FOOD.SW,0,Fail
CEU2.MI,915,Fail
TOAK,3001,Fail
PJFG,370,Fail
TDOC.TO,1951,Fail
YLDE,2800,Fail
322120.KS,0,Fail
KONG,665,Fail
STW.PA,60,Fail
3NIO.AS,0,Fail
XGGB.L,0,Fail
KCNY,0,Fail
IDOG,7866,Fail
SJD.DE,0,Fail
RXL,0,Error
IWLE.DE,39757,Fail
JPSV,1863,Fail
FLUC.L,0,Fail
QYLG,26928,Fail
JARI.L,2,Fail
CAPE.PA,265,Fail
AVNM,1333,Fail
NRJU.L,13,Fail
295000.KS,17,Fail
BCUS,5669,Fail
ELFA.DE,160,Fail
SC0Y.F,0,Fail
SCYB,102458,Fail
3LDA.PA,0,Fail
EMBH.MI,0,Fail
LQDEN.MX,0,Fail
FENI,102112,Fail
JPEU.AS,192,Fail
YNVD.NE,0,Error
MBS,24530,Fail
SPLT.TO,26520,Fail
LUX,0,Fail
FEDF.L,10,Fail
DIM,0,Error
MINN,2,Fail
WHCS.AS,50445,Fail
OILU.L,0,Fail
RODI,0,Fail
BSJM,0,Fail
ZBK,0,Fail
ZMP.TO,6663,Fail
ONEB.TO,0,Fail
MBB,0,Error
SBUY.L,0,Fail
UEEG.DE,21920,Fail
IDEM.L,417,Fail
SMMD,1051216,Pass
AVAX.SW,0,Fail
DXSE.DE,1900,Fail
IWDP.L,3480,Fail
EXVM.DE,4709,Fail
EBBB.PA,196,Fail
CATH,8382,Fail
QMOM,10665,Fail
DBJP,0,Error
EB3M.SW,0,Fail
ISEM,0,Fail
ICGA.DE,698804,Pass
UEQU.DE,739,Fail
VIX1S.MI,156,Fail
HND.TO,0,Error
MFUL,1313,Fail
SYBF.DE,239,Fail
SPYV.DE,16410,Fail
ALUM,8,Fail
020Y.L,0,Error
BHYB.AX,12637,Fail
IS0M.DE,2901,Fail
3SAA.MI,32320,Fail
ESGA,3435,Fail
GNOM,93924,Fail
ILCV,0,Error
PMIO,318,Fail
FLCC,0,Fail
PHDG,4113,Fail
XDN0.DE,13357,Fail
FMAY,11588,Fail
ELCV,19309,Fail
NADA.DE,0,Error
ECOG.L,20,Fail
OBLI.PA,4556,Fail
SPY5.PA,1066,Fail
XCOR,2050,Fail
ZCON.TO,401,Fail
IEMG,14834094,Pass
UEDA.SW,0,Fail
HIEU.SW,0,Error
XDEB.L,342,Fail
FPR.TO,500,Fail
WDNA.L,0,Fail
DTYL,0,Fail
SCOP.L,468,Fail
LDEU.L,826,Fail
SYBG.DE,1,Fail
BEMO,0,Fail
2812.HK,306200,Pass
PSK,0,Error
SRHE.DE,590,Fail
IQSU,734,Fail
1GOO.L,0,Fail
AUEM.PA,342756,Pass
QHDG,112,Fail
GEDM.L,729,Fail
SXRH.DE,25172,Fail
285690.KS,0,Fail
IZZ.AX,28348,Fail
BJUL,7905,Fail
SELD.DE,245,Fail
SIO,1437,Fail
RNEW,5,Fail
DFUV,166171,Fail
PSEP,81217,Fail
VABS,2620,Fail
BTF,7187,Fail
HJEN,0,Fail
FBTC.TO,16697,Fail
HHL.TO,155255,Fail
BTHM,131,Fail
VUN.TO,32373,Fail
ETFDAX.WA,0,Error
LYTR.DE,41785,Fail
FCSH,1,Fail
PHB,0,Error
XMLV,36769,Fail
XJSE.DE,839,Fail
VEMA.L,3,Fail
C2U.PA,0,Fail
SMST,726423,Pass
3EUS.L,0,Fail
CCSB,3165,Fail
EVIX,0,Fail
LRNZ,1688,Fail
IQSM,0,Fail
EQJS.L,10,Fail
FAHY.DE,790,Fail
TNZ.NZ,996,Fail
AGVT.AX,1634,Fail
SADA.L,0,Fail
EGLN.L,5,Fail
MINV.L,263,Fail
XKS2.L,4,Fail
MEM,3981,Fail
CHB.TO,0,Fail
U127.L,200,Fail
SPP3.DE,421,Fail
CHNS.L,0,Fail
IWP,0,Error
EMSV.DE,0,Fail
SMRN.DE,0,Fail
DE000A3GWEU3.SG,0,Fail
DTLE.L,2500,Fail
X03G.F,0,Fail
DFCA,79009,Fail
OSXM.DE,0,Fail
RAYJ,1474,Fail
EXV6.DE,74340,Fail
SUD5.L,0,Fail
FSYD,3903,Fail
368680.KS,112,Fail
AUEG.L,22,Fail
AEMB,0,Fail
H4ZF.DE,5243,Fail
EMUS.L,108,Fail
3SFG.L,0,Fail
LCPE.L,0,Fail
3DIS.L,200,Fail
PUNK,0,Fail
BITI.TO,160805,Fail
EMSR.PA,4262,Fail
FENY,783579,Pass
RIOL.L,100,Fail
SPLG.L,0,Fail
IWFS.L,100,Fail
EMUM.SW,517,Fail
BID3.L,11,Fail
FNGO,9609,Fail
IEUC.SW,0,Error
OAIA,0,Fail
IMOM,3172,Fail
ASIL.L,0,Fail
WBAT,481,Fail
BGC.TO,1127,Fail
SLUS.DE,73605,Fail
SHOC,27303,Fail
ZUD.TO,338,Fail
GIST.L,0,Fail
SC02.F,0,Fail
MUSD.AS,1161,Fail
PZW.TO,301,Fail
ORFN,0,Fail
RSPE,2605,Fail
QQXT,0,Error
PINK,57229,Fail
IWQU.L,119,Fail
EIRL,0,Error
FSCC,270,Fail
UB0A.L,1148,Fail
XGLS.L,27,Fail
ELEC.F,0,Fail
EUHD.L,1,Fail
MMS.PA,127,Fail
IDTG.L,300,Fail
SETM,29393,Fail
DFCF,448171,Pass
LCLG,0,Fail
DIGI.L,0,Fail
FHE.TO,0,Fail
ITDB,2408,Fail
IHRMF,0,Fail
IEER.L,0,Fail
EXH5.DE,21935,Fail
PABZ.PA,10851,Fail
BBBL,192,Fail
TUEX.TO,1400,Fail
XZWS.L,0,Fail
2838.HK,14300,Fail
QQA,11010,Fail
RATE,199,Fail
YBTC,22487,Fail
CE71.L,0,Fail
IBMP,41797,Fail
IBCH.DE,17316,Fail
CBU2.DE,27358,Fail
ZPR1.DE,0,Error
3STS.L,50,Fail
SBIT,416300,Pass
ECAR.L,58,Fail
RENG.L,191,Fail
ZWP.TO,5606,Fail
AGQ,0,Error
HEEM,13108,Fail
EMCL.NE,147,Fail
DXST.DE,4268,Fail
PXC.TO,1900,Fail
3HSB.L,0,Fail
CGIC,39764,Fail
XBTF,0,Fail
IVRS,0,Fail
LGHT,13,Fail
JNUG,552736,Pass
ESG,6060,Fail
3040.HK,0,Error
DX2D.DE,3520,Fail
JULZ,8085,Fail
VALD.DE,2,Fail
305540.KS,124672,Fail
2MCL.L,0,Fail
271050.KS,78755,Fail
QXTR,0,Fail
UET0.DE,4631,Fail
VRIF.TO,2437,Fail
SGSE.L,0,Fail
FNDC,64409,Fail
LIQUIDBEES.NS,4626566,Pass
XHB.TO,0,Error
MBSF,22417,Fail
HEMV,0,Fail
LCR,3571,Fail
PATN,3100,Fail
LBRA.DE,9149,Fail
FDIV,1681,Fail
GSJY,3169,Fail
LFOD.DE,806,Fail
TECB,15789,Fail
EGIF.TO,0,Fail
DE000A28M8D0.SG,0,Fail
GRPZ,1008,Fail
3OIS.L,764,Fail
FIAT,82326,Fail
BEAR.AX,8878,Fail
COTN.MI,600,Fail
RHTX,0,Fail
DMAY,6429,Fail
EQQS.L,88,Fail
SECT,64169,Fail
SMGB.L,290,Fail
MD4X.DE,36,Fail
XDWF.L,92,Fail
EMAU.L,0,Fail
STXNDQ.JO,89985,Fail
FHF.TO,0,Fail
EVSM,3423,Fail
ONOF,2446,Fail
WDMTF,0,Fail
DXW.TO,3100,Fail
ITA,0,Error
GBUR.L,0,Fail
MOM100.NS,554318,Pass
SGB3.L,0,Fail
IUAA.L,3655,Fail
IBC7.DE,12522,Fail
280940.KS,6830,Fail
SIXP,8384,Fail
3NIS.L,0,Fail
BKAG,289513,Pass
CRAK,3816,Fail
ENTR,0,Fail
BTRN,206,Fail
1PAS.L,41,Fail
HAUZ,40648,Fail
BLES,3060,Fail
USFR,5412547,Pass
BILL.AX,1057,Fail
MCSE,1,Fail
XWEB,0,Fail
BSJS,79085,Fail
QLTA,58190,Fail
WDIV,8836,Fail
FPXE.L,1,Fail
TIP,0,Error
EWX,0,Error
HERO.TO,20,Fail
BGX.L,0,Error
IDV,0,Error
GBJP.L,0,Fail
DTLA.L,739,Fail
CRUD.L,1065,Fail
122630.KS,5264888,Pass
VCLO,0,Fail
VUSA.MI,11223,Fail
IS0X.DE,1340,Fail
FOCT,10304,Fail
ICICINXT50.NS,0,Fail
VONE,0,Error
DUHP,515484,Pass
EGRP.L,1,Fail
IDVA.AS,5289,Fail
UBTL.L,703,Fail
PSUBNKIETF.BO,0,Fail
PAMC,4453,Fail
JRUE.DE,2000,Fail
MAGX,29008,Fail
SLV3.L,122,Fail
DBXH.DE,1090,Fail
XDWE.L,94,Fail
MXWS.L,25,Fail
EXSE.F,0,Fail
VIIZ,0,Fail
HJAP.F,0,Fail
PRAS.DE,3159,Fail
ITWN.L,18,Fail
ABCS,2761,Fail
GB00BNGJ9J32.SG,0,Fail
VGOV.DE,1265,Fail
XGSI.L,50980,Fail
FORH,2,Fail
VMID.DE,8673,Fail
COSW.PA,811,Fail
CEBL.DE,8264,Fail
3SUR.DE,360,Fail
XFIX,3239,Fail
JJEB,0,Fail
BBSB,1623,Fail
SPUD.L,0,Fail
3SQE.L,0,Fail
TSL3.L,924,Fail
TSLA.L,10,Fail
PLCY,0,Fail
PFMN.TO,24845,Fail
WIL,0,Fail
BULL.L,87500,Fail
HOMZ,1051,Fail
IDWP.L,1722,Fail
CANE,0,Error
T3GB.L,32,Fail
RITA,0,Fail
FBL,370847,Pass
PIN.TO,1000,Fail
JJAB,0,Fail
SPXD.SW,0,Error
BSTP,5098,Fail
3OIL.L,222,Fail
PALC,36746,Fail
XBI,0,Error
SSQE.L,0,Fail
KPRO,3,Fail
KBUF,2,Fail
DNL,0,Error
REAI,266,Fail
XD9U.L,1382,Fail
ICFP.DE,26,Fail
SAVN,0,Fail
GBE3.MI,0,Fail
ESG.TO,3064,Fail
EMDD.L,604,Fail
DRCU.TO,952,Fail
MXI,0,Error
INKM,14059,Fail
GFEB,20547,Fail
SCZ,0,Error
ESPS.L,0,Fail
XSC.TO,100,Fail
JEBP.L,0,Fail
VEF.TO,2554,Fail
FVD,0,Error
LGQI.DE,13,Fail
BBIL.L,6,Fail
RSPA,9998,Fail
FVUB.L,39,Fail
SGLU.AS,45301,Fail
0E5H.L,0,Fail
FCOR,17198,Fail
364990.KS,53347,Fail
VAP.AX,6384,Fail
SXKPEX.DE,0,Fail
MCDS,1,Fail
3SNF.L,0,Fail
CMCI.L,0,Fail
TRSY.L,1652,Fail
ICF,0,Error
ZSRI.DE,973,Fail
URTY,0,Error
IVV,0,Error
NVDS,1741080,Pass
XLKS.L,2,Fail
ERTH,0,Error
IJPD.L,2,Fail
ISFA.AS,12326,Fail
CSSMIM.SW,13443,Fail
FTRI,0,Error
2846.HK,1151600,Pass
USAC.PA,0,Error
NXTG.L,0,Fail
JHMB,272,Fail
AIGE.L,55,Fail
SYBK.DE,1258,Fail
IBMM,33196,Fail
HTMW.DE,124823,Fail
IAEX.AS,3239,Fail
XMAE.F,0,Fail
C007.F,0,Fail
PLV.TO,0,Fail
ROLG.L,13,Fail
UCIB,2349,Fail
3SIN.L,1,Fail
SMTH,222490,Pass
ETFBW20ST.WA,0,Error
HPJP.L,0,Fail
SIXO,41593,Fail
FSR.TO,0,Fail
XDWD.DE,34741,Fail
WTDH.DE,30,Fail
CVD.TO,0,Error
QDVS.DE,415893,Pass
NVBW,6,Fail
BTPS.PA,4758,Fail
SEMG.L,1208,Fail
IBTA.L,1471,Fail
FEMP.L,1,Fail
BLLD,472,Fail
XUU.TO,21998,Fail
BBBI,243,Fail
XMBD.L,190,Fail
ITEH.L,1,Fail
CRNL.L,0,Fail
PFIA.TO,10931,Fail
EMTL,8616,Fail
SDIV,0,Error
LOGS.DE,0,Error
PSP,0,Error
JPXH.PA,2654,Fail
DL2P.L,41,Fail
DBB,0,Error
CESG.L,0,Fail
256440.KS,3080,Fail
AGGS,4,Fail
HYG,0,Error
314250.KS,18200,Fail
APLY,28655,Fail
SCO,0,Error
GBEU.MI,0,Fail
CSW.PA,5771,Fail
ACWD.L,99,Fail
ESGW,0,Fail
PHR.TO,100,Fail
EMG.NZ,183,Fail
PIMT.L,1,Fail
FLGV,47568,Fail
IDNA.L,1,Fail
VIXY,0,Error
DFC.TO,0,Fail
QDXH.TO,695,Fail
IGIB,0,Error
157490.KS,11868,Fail
SPP7.DE,10,Fail
FSEU.L,190,Fail
IUS5.DE,352,Fail
