Symbol,Volume,Status
BANK.TO,0,Error
EUN1.DE,12009,Fail
SSHE.L,0,No Data
SC0R.F,0,No Data
DEUS,5730,Fail
DVAL,1713,Fail
FLMI,40238,Fail
IBZL.L,0,Fail
OCTD,2974,Fail
RUS.PA,0,No Data
SOFP.L,0,No Data
SKYU,2745,Fail
102970.KS,0,Error
0NS.DE,0,Error
XHYD,0,No Data
HMFD.L,0,No Data
CSTA.DE,0,Error
CA,1,Fail
CEMB,15068,Fail
AMZE.L,0,No Data
EL4T.DE,77,Fail
FTHI,130667,Fail
ANRJ.L,0,Fail
CNDX.L,0,Fail
CTEC,4728,Fail
EMQQ.DE,21392,Fail
JPAN,0,No Data
GACB.DE,166,Fail
MID,4940,Fail
IQQM.DE,6603,Fail
XWTS.L,0,Fail
INMG.L,0,No Data
SMU.L,0,No Data
GGOV.PA,1170,Fail
FPXI,3967,Fail
XCS2.DE,77,Fail
EXUS.L,0,Fail
IWL,12776,Fail
CHIQ,101956,Fail
IUSU.DE,3154,Fail
100H.L,0,Fail
S3CO.L,0,Fail
CCNV.DE,0,No Data
GENG.L,0,No Data
2TWE.L,0,No Data
PBY,0,No Data
SOYB,42911,Fail
RVER,39841,Fail
GPSA.L,0,Fail
JA13.DE,1,Fail
MKTN.PA,0,No Data
3TYS.MI,10,Fail
FIHD,0,No Data
9091.HK,0,No Data
SROE.L,0,No Data
IDUB,9501,Fail
7568.HK,3130700,Pass
DJAD.DE,3194,Fail
XMHQ,186429,Fail
JAVA,54723,Fail
QJUN,224449,Pass
GIGR.TO,0,No Data
DFEP.L,0,Fail
HUSV,2923,Fail
KQQQ,685,Fail
CSGOLD.SW,3686,Fail
HSRT,2079,Fail
3ABN.L,0,Fail
VXM.TO,0,Fail
VDTY.L,0,Fail
TGBG.L,0,No Data
INTL,35741,Fail
BRIC.AS,2235,Fail
3GFM.L,0,Fail
HDAW,0,No Data
CBUE.DE,692172,Pass
FSBD,506,Fail
MXFS.L,0,Fail
WKLY,0,No Data
ZWS.TO,0,Error
QUAL.AX,8662,Fail
DGEP.L,0,No Data
256750.KS,0,Error
FEHY,0,No Data
LSEQ,101,Fail
CSUK.L,0,Fail
XMTM.TO,0,Error
SROK.L,0,No Data
GRID.F,0,No Data
CUBS,0,No Data
UBUS.DE,160,Fail
HCLN.TO,0,Error
PDSE.DE,5004,Fail
ENZL,9949,Fail
IYLD,19627,Fail
MDY,344107,Pass
18MX.DE,0,No Data
IBCS.DE,1330,Fail
USA.NZ,5577,Fail
HMAX.TO,0,Error
IFEB,148,Fail
EUUS.MI,0,No Data
VEU,1057345,Pass
QDEF,3539,Fail
BBUS.L,0,Fail
EGV3.F,0,No Data
3MSF.L,0,Fail
WLTG,2209,Fail
FCRR.TO,0,Fail
XEQT.TO,0,Error
XHYG.DE,49346,Fail
FCBR.L,0,Fail
ETPMPT.AX,0,No Data
JAJL,18871,Fail
PCGG,33953,Fail
TIUP.DE,410,Fail
JCHA.L,0,No Data
EKAR,0,No Data
RDOG,0,No Data
RWW,0,No Data
SPYQ.DE,421,Fail
BYRE,569,Fail
XDDA.F,0,No Data
V3AL.L,0,Fail
QDV5.DE,344000,Pass
RCOM,0,No Data
EMXU.L,0,Fail
ITPG.L,0,Fail
XUEK.L,0,Fail
GCLX.L,0,Fail
EB3M.F,0,No Data
TCSB.TO,0,Error
NXF.TO,0,Error
VHY.AX,7720,Fail
NBCC,0,No Data
DWAQ,0,No Data
FLQE,0,No Data
LRND,112,Fail
3046.HK,0,Error
SAWS,932,Fail
XUHE.DE,100,Fail
XCO2.L,0,Fail
ZWU.TO,0,Error
RSPR,9604,Fail
TINC.SW,0,No Data
VETA.L,0,Fail
ISFE.L,0,Fail
LSUG.L,0,Fail
SUSU.L,0,Fail
LJPY.L,0,Fail
VGER.DE,1374,Fail
PAUD.F,0,No Data
ZGBR,0,No Data
LVO.MI,455850,Pass
CO2P.L,0,Fail
KEJI,0,No Data
LGEG.L,0,Fail
AMD3.L,0,Fail
FINE,100,Fail
PBTP,5055,Fail
IKOR.L,0,Fail
UTRN,0,No Data
DFOA.DE,0,No Data
AIPI,81365,Fail
36B7.DE,2005,Fail
RWSL,0,No Data
DFDU.L,0,No Data
104530.KS,0,Error
YGRN,0,No Data
CBSE.L,0,No Data
XRB.TO,0,Error
CACG,0,No Data
IWML,479,Fail
SUSL,9948,Fail
UIMI.DE,1984,Fail
CIRC,0,No Data
IWIN,0,No Data
TRE7.L,0,Fail
PDF.TO,0,Error
ETFBCASH.WA,0,Error
GINF.PA,75,Fail
SYB4.F,0,No Data
PSFF,361176,Pass
ESIH.L,0,Fail
CEBU.DE,0,Error
MSTX,6697858,Pass
SCC,1476,Fail
HRED.TO,0,Fail
IBGS.SW,0,No Data
BRHY,316,Fail
IMBE.AS,2326,Fail
QCE.TO,0,Error
TIGR.MI,0,Error
MVEC.SW,0,No Data
UITB,74410,Fail
OWLE.DE,0,No Data
ADRE,0,No Data
IMBA.SW,0,No Data
EKLD.PA,501,Fail
VALX,0,No Data
CSY8.F,0,No Data
105190.KS,0,Error
XLKQ.L,0,Fail
FKU,9138,Fail
FEEM.DE,0,No Data
BBCK.DE,2998,Fail
AUGT,5089,Fail
CC4.PA,0,Error
IEMD,0,No Data
QQQT,2222,Fail
RWX.TO,0,No Data
CISB.SW,0,Fail
3SUB.L,0,Fail
2SZM.MI,0,No Data
RPAR,41983,Fail
REET,310411,Pass
WGES.F,0,No Data
JKI,0,No Data
N400.MI,0,No Data
HBGD.TO,0,Error
3LFB.L,0,Fail
JIG,852,Fail
SECD,0,No Data
GBS.L,0,Fail
NFLU,12383,Fail
BNKE.L,0,Fail
SGLD.MI,22867,Fail
QQQ,25703679,Pass
ZFN.TO,0,Error
CBB.TO,0,No Data
EUHI.F,0,No Data
XSER.L,0,No Data
XFRM.L,0,No Data
ITM,139584,Fail
AUT.PA,0,No Data
ZTAX,152,Fail
AHYB,1272,Fail
ECLN,970,Fail
159800.KS,0,Error
3NFE.L,0,Fail
CAAA,164,Fail
FDGR,1109961,Pass
MINT,863971,Pass
SCHV,631325,Pass
KLDW,0,No Data
1ARG.L,0,Fail
IGPT,28892,Fail
299070.KS,0,No Data
JHMT,0,No Data
QQQS,2003,Fail
GVIP,3637,Fail
EMHD.L,0,Fail
XMRD.L,0,No Data
XBAI.DE,0,No Data
UPGR,14,Fail
VCN.TO,0,Error
290130.KS,0,Error
RTYD,0,No Data
CWF.PA,0,No Data
OND,0,No Data
CLOZ,134748,Fail
SCIO,601,Fail
FAZ,5707178,Pass
STPZ,90732,Fail
WUSA,1699,Fail
KCCA,27868,Fail
FTXH,1574,Fail
UL3S.MI,0,No Data
PSMR,351,Fail
ALAT.PA,8090,Fail
IDMO,101785,Fail
SEAC.DE,40595,Fail
FLRN,362443,Pass
SYBS.DE,7,Fail
EUN0.DE,1765,Fail
CM9.PA,86,Fail
JPTC.L,0,Fail
WTEC.L,0,Fail
ZSL,675318,Pass
XPXJ.MI,10,Fail
XDGE.DE,8719,Fail
APLY.NE,0,Error
GLCC.TO,0,Error
IWFM.L,0,Fail
LGEU.L,0,Fail
EHLS,8330,Fail
VCE.TO,0,Error
GEX,0,No Data
EMCC,1318,Fail
CCMG,15744,Fail
BSMT,45490,Fail
FCCV.TO,0,Error
RIEG.L,0,No Data
AMLP,618575,Pass
ZCH.TO,0,Error
PHAG.MI,83933,Fail
EMDL.L,0,Fail
HEALTHIETF.BO,0,No Data
EUN2.DE,32552,Fail
AUSF,4985,Fail
USCR.L,0,Fail
QTAP,2274,Fail
PRAZ.DE,127,Fail
SEMB.L,0,Fail
KXI,10475,Fail
FCLD,10527,Fail
AMZY,292026,Pass
XD3E.L,0,Fail
SC0E.DE,65,Fail
IEEM.L,0,Fail
AE50.DE,1511,Fail
TABX.DE,0,No Data
MYY,413,Fail
XGC.TO,0,No Data
IBTE.L,0,Fail
LSST,0,No Data
SPXV,0,No Data
HYLD-U.TO,0,Error
152100.KS,0,Error
MOM50.BO,0,No Data
QQ3S.L,0,Fail
S7XP.L,0,No Data
MTDA.DE,0,No Data
DBXN.DE,1169,Fail
UBIF.L,0,No Data
LHTC.DE,0,Error
AFIF,6446,Fail
UD06.L,0,No Data
181480.KS,0,Error
SLDR,0,No Data
AASU.SW,1550,Fail
XESC.L,0,Fail
TAB1.DE,0,No Data
IVLC,0,No Data
ICAE.TO,0,Error
VEVE.L,0,Fail
HISF,11329,Fail
TSWE.AS,11615,Fail
SXDPEX.DE,0,No Data
MDBU.L,0,Fail
IEMD.L,0,Fail
AVUS,132159,Fail
EL4I.DE,84,Fail
IPRP.MI,5982,Fail
MEAR,67855,Fail
YLD,16975,Fail
JPGE,0,No Data
SUOA.AS,49357,Fail
3GOL.L,0,Fail
316300.KS,0,Error
WTDY.DE,460,Fail
DXSU.DE,494,Fail
275980.KS,0,Error
SMMU,30003,Fail
SDHG.L,0,Fail
XDJE.DE,925,Fail
CGCV,9892,Fail
275290.KS,0,Error
IVOG,27727,Fail
LIVR,36881,Fail
FRDM,31826,Fail
FVAL,28561,Fail
ADME,14380,Fail
FGM.TO,0,No Data
279540.KS,0,Error
TLO,0,No Data
XHS,4923,Fail
FTB.TO,0,No Data
FRUC.L,0,No Data
PAUS.F,0,No Data
XDJP.DE,25781,Fail
HYIN,10451,Fail
RQFI.DE,26361,Fail
GENT,922,Fail
DXJS,5863,Fail
C3M.PA,339,Fail
EWS,295542,Pass
SCHO,1429773,Pass
MINT.TO,0,Error
FEUR.MI,0,No Data
BTCX-B.TO,0,Error
IQQW.DE,18750,Fail
XDPE.DE,582,Fail
BEDZ,0,No Data
CRPT,68361,Fail
ICSU.L,0,Fail
FLFR,0,No Data
IAPD.MI,9037,Fail
DTJ,0,No Data
ILF,431664,Pass
SBIU.L,0,Fail
GRU,0,No Data
VHT,106964,Fail
BUFQ,82262,Fail
IMV.L,0,Fail
SPLE.L,0,No Data
UIQI.DE,307,Fail
BTCY.TO,0,Error
USAG,0,No Data
NETZ,12328,Fail
BDCZ,162,Fail
XIU.TO,0,Error
CSY7.DE,28,Fail
SOXW,2645,Fail
FIW,43018,Fail
BRK2.L,0,Fail
TGRT,19437,Fail
SEMD.AS,400,Fail
VXZB,0,No Data
OBND,250,Fail
EMCA.L,0,Fail
3033.HK,2488047403,Pass
XEM.TO,0,Error
SPEP.L,0,Fail
MU2.L,0,Fail
T3KE.DE,3203,Fail
3CAS.PA,0,No Data
PETZ.L,0,No Data
FBCG,439581,Pass
JBND,82009,Fail
MCLC.TO,0,Error
FYLD,14466,Fail
XCO2.DE,803,Fail
3LGO.L,0,Fail
RINF,507,Fail
WSRD.TO,0,Error
AVSC,88914,Fail
ETFSAP.JO,7964,Fail
EENG.MI,0,Error
IBTC.SW,24679,Fail
TDB.TO,0,Error
9074.HK,16608,Fail
C13.PA,0,No Data
CRAL.L,0,No Data
KNCT,499,Fail
EIMU.L,0,Fail
UC90.L,0,Fail
INDS,9036,Fail
REK,5478,Fail
CSHP,402,Fail
DAX.PA,645,Fail
CUSS.L,0,Fail
FBY,93185,Fail
POWA,730,Fail
IWMI,84980,Fail
EMRJ.L,0,No Data
FEBZ,0,No Data
HAP,3647,Fail
1COI.L,0,No Data
OLEM,0,No Data
XESP.DE,2902,Fail
IVLU,84204,Fail
IGLC.SW,2202,Fail
QMIX.AX,11662,Fail
RUBH.TO,0,Fail
PADV.L,0,Fail
DFAS,202610,Pass
GUMI,0,No Data
272220.KS,0,No Data
NOEU.MI,0,No Data
IHYU.L,0,Fail
UC55.L,0,Fail
LGLZ,0,No Data
UBOT,15101,Fail
IDRV,19406,Fail
HXF.TO,0,Error
FCIN.NE,0,Error
STAW.MI,2869,Fail
CAGS.TO,0,Fail
RBTX.L,0,Fail
HPYT.TO,0,Error
IXJ.AX,3436,Fail
XZME.F,0,No Data
NBCM,14945,Fail
ZPRL.F,0,No Data
RPF.TO,0,Error
NFLS.L,0,No Data
BRIC.SW,0,No Data
CRBU.L,0,No Data
ZGB.TO,0,Error
2805.HK,0,No Data
BNGE,0,No Data
JET3.L,0,No Data
3XLF.AS,0,No Data
WTIC.DE,741,Fail
SE1.L,0,No Data
IBTM.SW,3193,Fail
FPX.L,0,Fail
JNKS.L,0,Fail
FVD.L,0,Fail
XGLE.L,0,Fail
CGMS,600947,Pass
EAOM,243,Fail
FAAR,6833,Fail
CORE.AX,0,No Data
MVEA.DE,21451,Fail
ASR.NZ,1427,Fail
JPRE,11940,Fail
DBO,373113,Pass
GBUY,13002,Fail
CE8.PA,32,Fail
XBAU.SW,0,Fail
UEFZ.DE,100,Fail
KROP.L,0,No Data
SDIE.DE,0,No Data
HYS,132470,Fail
DFSU,100859,Fail
NRGI.NE,0,Error
540K.DE,0,No Data
TNOW.PA,2769,Fail
MGB.TO,0,Error
VUKG.L,0,Fail
SEML.L,0,Fail
226490.KS,0,Error
JOJO,314,Fail
TAPR,0,No Data
INRE.PA,1647,Fail
EHF1.DE,61,Fail
SEEU.MI,0,No Data
VGEA.DE,14644,Fail
PBSM,0,No Data
3FBE.L,0,Fail
BCHN.MI,3690,Fail
SYBN.DE,80,Fail
FDIU.L,0,No Data
IEUX.L,0,Fail
DEMV.L,0,No Data
QEM.TO,0,No Data
IPIR.MI,0,No Data
SMLN.DE,1271,Fail
DX2K.DE,0,No Data
BRLN,10118,Fail
BBJP,534024,Pass
AMZ2.L,0,Fail
292730.KS,0,Error
BSML,0,No Data
TIGB.L,0,Fail
EXV5.DE,87738,Fail
C029.DE,0,No Data
CSH,0,No Data
XSDX.L,0,No Data
QRE.AX,10159,Fail
MORL,0,No Data
MWRD.MI,11376,Fail
NCPB,256,Fail
EGRI.PA,4125,Fail
WMVG.L,0,Fail
HED.TO,0,Error
HZU.TO,0,Error
TBFC,0,No Data
OBTC,1587,Fail
SYLD,28496,Fail
PSB.TO,0,Error
IAUM,1078411,Pass
ADZ,0,No Data
CGB.L,0,No Data
SUES.L,0,Fail
EEWG.L,0,Fail
FEPI,131888,Fail
GSIB,10111,Fail
STSL.L,0,Fail
2BRK.AS,763,Fail
AT1.L,0,Fail
ETSZ.DE,10792,Fail
FGRO.NE,0,Error
NUCL,0,No Data
SETFNIF50.NS,299406,Pass
MVRL,4075,Fail
IUGA.L,0,Fail
DALT,0,No Data
PRAU.DE,0,No Data
TRSX.L,0,No Data
WOSC.L,0,Fail
3IBE.L,0,No Data
114470.KS,0,Error
SHYU.L,0,Fail
DRUP,8657,Fail
XD5D.L,0,No Data
WRDUSW.SW,6553,Fail
DTD,8682,Fail
VESG.AX,1131,Fail
TRE.L,0,Fail
CEW.TO,0,Error
ZDI.TO,0,Error
0XCK.IL,0,Error
140580.KS,0,Error
QQQS.L,0,Fail
MNM,0,No Data
IWFG,0,No Data
CLMA.L,0,Fail
HIG-U.TO,0,No Data
185680.KS,0,Error
PVTBANIETF.BO,0,No Data
ZPRW.DE,17,Fail
GOVH.PA,652,Fail
CXAS.L,0,No Data
RQN.TO,0,Error
TPVY,0,No Data
MDIV,47979,Fail
SJPY.L,0,No Data
196030.KS,0,Error
EDC,45036,Fail
HMJD.L,0,Fail
WTRE.L,0,Fail
PPIE,21361,Fail
SDHY.L,0,Fail
GGRW,193,Fail
IEMV,0,No Data
DBXA.DE,9194,Fail
LQQ.PA,2963,Fail
ATSX.TO,0,Fail
VIF.AX,3116,Fail
HTWG.L,0,Fail
ICOM.L,0,Fail
PNOV,9127,Fail
XCR.TO,0,No Data
FIDI,5752,Fail
BIUS.L,0,No Data
AIBU,15322,Fail
5BTS.MI,615,Fail
USL,7677,Fail
SUSD.L,0,Fail
AMEQ.DE,3765,Fail
NDVG,946,Fail
CEUD.MI,19006,Fail
IBIH,3260,Fail
ETBB.DE,24,Fail
IS3L.DE,440,Fail
IDNA,19320,Fail
QQC.TO,0,Error
AGF,0,No Data
JHML,6682,Fail
9405.SR,0,Error
PRNT,19293,Fail
FBZ,9590,Fail
JMHI,5759,Fail
3141.HK,9800,Fail
HTRB,90238,Fail
NUSI,72833,Fail
DFHY,1483,Fail
XUFN.L,0,Fail
IPXJ.L,0,Fail
BYTE,0,No Data
HOCT,205,Fail
BSCP,360051,Pass
CETH,156678,Fail
BANK.AX,151,Fail
MIST.L,0,Fail
SRHR,0,No Data
GNAF,0,No Data
DIV,155676,Fail
UBA.AX,0,No Data
DFJ,19659,Fail
VDTS.L,0,Fail
JGSA.L,0,Fail
DFVS,0,No Data
FNX,11870,Fail
WGES.L,0,No Data
REUSE.MI,8447,Fail
FCOM,46851,Fail
3080.HK,0,No Data
XDGU.DE,10879,Fail
DYNF,486267,Pass
243880.KS,0,Error
UVDV,0,No Data
RLB.TO,0,Error
XLBS.L,0,Fail
CEWUF,0,No Data
HDLG.L,0,Fail
BND.TO,0,Error
CAPU.L,0,Fail
AAAU,1850993,Pass
IUS,32718,Fail
R2SC.L,0,Fail
3LLL.L,0,No Data
ISEU.L,0,Fail
BCHN.L,0,Fail
248270.KS,0,Error
EUPB.AS,115,Fail
BBIP,0,No Data
FINX,34898,Fail
LAUT.DE,0,No Data
DJUN,5461,Fail
GHYG,3367,Fail
ERN1.L,0,No Data
VIG,619841,Pass
VGV.TO,0,Error
LABS,0,No Data
AVDS,698,Fail
WXAG.L,0,Fail
SYBU.DE,80,Fail
IWFH,0,No Data
XAIX.DE,51430,Fail
EGUS,0,No Data
SP5C.L,0,Fail
FLCV,200,Fail
HXS.TO,0,Error
CARK,0,No Data
QVAL,6570,Fail
EDVD.L,0,Fail
GOVD.L,0,Fail
LEMV.L,0,No Data
7266.HK,265500,Pass
FGRO,0,No Data
292190.KS,0,Error
EMDV.L,0,Fail
IGM,154289,Fail
WDSC.L,0,Fail
DAT,1939,Fail
SPIB,1380075,Pass
POTX,0,No Data
SCCE,1586,Fail
C4D.PA,687,Fail
XMAS.L,0,Fail
GRID,124544,Fail
CZA,1766,Fail
ETCGLDRMAU.WA,0,No Data
MXUK.DE,574,Fail
E909.F,0,No Data
WATT.L,0,Fail
E908.DE,2406,Fail
USEQ,0,No Data
PBP,46623,Fail
EES,10559,Fail
SKF,48827,Fail
FDNI,2423,Fail
BMLP,0,No Data
MILN,2923,Fail
CMBU.L,0,No Data
SMRU.L,0,Fail
HRAA.TO,0,Error
JPHG.L,0,No Data
FSTA,291119,Pass
VCLN,0,No Data
DIVG,4671,Fail
BRNB.L,0,Fail
BSLSENETFG.BO,214,Fail
JMUB,90450,Fail
XG7U.L,0,Fail
NAPR,1831,Fail
FLDB,155,Fail
CS51.L,0,Fail
E909.DE,1291,Fail
DMRL,0,No Data
FB3.L,0,Fail
ECR3.DE,2381,Fail
CLOB,1593,Fail
SC0H.DE,578,Fail
IGHG,7865,Fail
SIUS.L,0,No Data
ZINC.L,0,Fail
3SBP.L,0,No Data
329660.KS,0,Error
PBRT.L,0,Fail
CSSPX.MI,8655,Fail
VGVA.L,0,Fail
FGO.TO,0,Error
LDSF,14984,Fail
GHTA,351,Fail
VB,376124,Pass
YTSL.NE,0,Error
MGOV,6843,Fail
V60A.DE,32163,Fail
UC15.L,0,Fail
WCHN,0,No Data
RQF.TO,0,No Data
XTWY,5858,Fail
QDEC,18991,Fail
XFVT.L,0,Fail
SMLP.DE,226,Fail
EBUY.L,0,Fail
SNPD,1270,Fail
STR.PA,313,Fail
ZST.TO,0,Error
SBV,0,No Data
ETHV,219769,Pass
FLHY,35362,Fail
SYB5.DE,106,Fail
IPLT.L,0,Fail
FVSJ.DE,2241,Fail
RWO,20062,Fail
XRME.F,0,No Data
EMZA,0,No Data
MVSH.SW,4533,Fail
BIV,618373,Pass
IBND,18091,Fail
BITO,8492462,Pass
SMRE.DE,0,No Data
FBAL.NE,0,Error
SPRE,49421,Fail
3BUL.MI,413,Fail
HNGSNGBEES.NS,583018,Pass
AIRL,106,Fail
LGAP.L,0,Fail
DJE.MI,418,Fail
ZPRP.SG,0,No Data
USTB,21830,Fail
LMHA,0,No Data
IQCY.L,0,No Data
SFLR,97100,Fail
DPAG.L,0,Fail
XGVD.DE,850,Fail
XNID.L,0,Fail
QLTY,131938,Fail
JPNH.DE,35,Fail
RYT,0,No Data
EIB3.F,0,No Data
ICICIFMCG.NS,0,No Data
EQEU.DE,3378,Fail
UBTS.L,0,Fail
EXV8.DE,1163,Fail
DESK,777,Fail
SPY.AX,442,Fail
CRAU.L,0,No Data
5HEU.F,0,No Data
306950.KS,0,Error
XZBD.L,0,No Data
SPPW.DE,127056,Fail
GGOV.L,0,Fail
AVIV,24713,Fail
TDT.AS,15876,Fail
XDTE,171280,Fail
XBGG.L,0,No Data
SGLO.L,0,Fail
IGL5.L,0,Fail
RTH,1085,Fail
HMEF.L,0,Fail
FOOD.SW,0,No Data
FLJH,20036,Fail
CEU2.MI,1188,Fail
TOAK,825,Fail
PJFG,1528,Fail
TDOC.TO,0,Error
322120.KS,0,No Data
KONG,1567,Fail
STW.PA,3632,Fail
YLDE,708,Fail
3NIO.AS,0,No Data
XGGB.L,0,Fail
SJD.DE,0,No Data
KCNY,0,No Data
IWLE.DE,541288,Pass
CMGU.L,0,No Data
IDOG,15811,Fail
JPSV,292,Fail
JARI.L,0,Fail
QYLG,9044,Fail
FLUC.L,0,Fail
CAPE.PA,35,Fail
RXL,2119,Fail
NRJU.L,0,Fail
295000.KS,0,Error
SC0Y.F,0,No Data
EMBH.MI,0,No Data
BCUS,912,Fail
LQDEN.MX,0,No Data
3LDA.PA,0,Error
SCYB,199672,Fail
ELFA.DE,718,Fail
FENI,55860,Fail
JPEU.AS,195,Fail
YNVD.NE,0,Error
MBS,19644,Fail
LUX,235,Fail
FEDF.L,0,Fail
MINN,193,Fail
SPLT.TO,0,Error
WHCS.AS,12750,Fail
RODI,0,No Data
DIM,1942,Fail
BSJM,0,No Data
ZBK,0,No Data
ONEB.TO,0,Error
IDEM.L,0,Fail
SBUY.L,0,Fail
AVAX.SW,0,No Data
ZMP.TO,0,Error
MBB,654304,Pass
SMMD,57780,Fail
UEEG.DE,6085,Fail
DXSE.DE,1063,Fail
IWDP.L,0,Fail
EXVM.DE,13705,Fail
EBBB.PA,2689,Fail
CATH,14967,Fail
EB3M.SW,0,No Data
ISEM,0,No Data
ICGA.DE,594853,Pass
QMOM,20437,Fail
UEQU.DE,18,Fail
DBJP,9460,Fail
VIX1S.MI,872,Fail
HND.TO,0,Error
MFUL,1238,Fail
SYBF.DE,206,Fail
SPYV.DE,40521,Fail
020Y.L,0,Error
BHYB.AX,3681,Fail
IS0M.DE,4575,Fail
ALUM,0,No Data
GC2U.DE,0,No Data
3SAA.MI,80,Fail
PMIO,0,No Data
GNOM,50820,Fail
FLCC,0,No Data
ESGA,6388,Fail
FMAY,8788,Fail
XDN0.DE,46655,Fail
PHDG,8738,Fail
ECOG.L,0,Fail
ELCV,7042,Fail
NADA.DE,0,Error
ILCV,12128,Fail
OBLI.PA,10206,Fail
SPY5.PA,456,Fail
ZCON.TO,0,Error
UEDA.SW,0,Error
XDEB.L,0,Fail
IEMG,9891904,Pass
HIEU.SW,0,Error
WDNA.L,0,Fail
DTYL,0,No Data
FPR.TO,0,Fail
XCOR,192,Fail
SCOP.L,0,No Data
LDEU.L,0,Fail
SYBG.DE,142,Fail
2812.HK,117200,Fail
BEMO,0,No Data
IQSU,731,Fail
SRHE.DE,10902,Fail
1GOO.L,0,No Data
PSK,75169,Fail
AUEM.PA,39279,Fail
GEDM.L,0,Fail
QHDG,1096,Fail
SXRH.DE,82942,Fail
285690.KS,0,Error
BJUL,3569,Fail
SELD.DE,928,Fail
SIO,975,Fail
IZZ.AX,2591,Fail
RNEW,5,Fail
PSEP,10713,Fail
DFUV,205894,Pass
BTF,34730,Fail
VABS,962,Fail
HJEN,0,No Data
3ROE.L,0,No Data
FBTC.TO,0,Error
BTHM,0,No Data
FCSH,0,No Data
HHL.TO,0,Error
ETFDAX.WA,0,Error
LYTR.DE,11737,Fail
VUN.TO,0,Error
XJSE.DE,54747,Fail
XMLV,17660,Fail
C2U.PA,0,No Data
PHB,40658,Fail
VEMA.L,0,Fail
SMST,1204223,Pass
3EUS.L,0,No Data
EVIX,0,No Data
LRNZ,5336,Fail
IQSM,180,Fail
FAHY.DE,2090,Fail
CCSB,2844,Fail
TNZ.NZ,101688,Fail
EQJS.L,0,Fail
SADA.L,0,Fail
AGVT.AX,22770,Fail
MINV.L,0,Fail
XKS2.L,0,No Data
EGLN.L,0,Fail
U127.L,0,Fail
CHNS.L,0,No Data
MEM,793,Fail
SMRN.DE,0,No Data
CHB.TO,0,No Data
DE000A3GWEU3.SG,0,No Data
EMSV.DE,0,No Data
SPP3.DE,10190,Fail
X03G.F,0,No Data
OSXM.DE,0,No Data
DTLE.L,0,Fail
DFCA,2073,Fail
SUD5.L,0,No Data
RAYJ,1006,Fail
IWP,286093,Pass
FSYD,3721,Fail
EXV6.DE,8448,Fail
368680.KS,0,Error
3SFG.L,0,No Data
AEMB,0,No Data
AUEG.L,0,Fail
EMUS.L,0,Fail
PUNK,0,No Data
LCPE.L,0,No Data
3DIS.L,0,Fail
BITI.TO,0,Error
H4ZF.DE,21388,Fail
RIOL.L,0,No Data
SPLG.L,0,No Data
EMSR.PA,4265,Fail
FENY,550952,Pass
BID3.L,0,Fail
EMUM.SW,0,Fail
OAIA,0,No Data
IEUC.SW,0,Error
FNGO,12307,Fail
IWFS.L,0,Fail
ASIL.L,0,Fail
IMOM,2379,Fail
GIST.L,0,No Data
SLUS.DE,15003,Fail
BGC.TO,0,Error
SC02.F,0,No Data
SHOC,17389,Fail
ORFN,0,No Data
ZUD.TO,0,Error
RSPE,806,Fail
MUSD.AS,1164,Fail
FSCC,0,No Data
PZW.TO,0,Error
PINK,43683,Fail
IWQU.L,0,Fail
QQXT,12537,Fail
UB0A.L,0,Fail
XGLS.L,0,Fail
EIRL,17199,Fail
ELEC.F,0,No Data
DIGI.L,0,No Data
LCLG,0,No Data
EUHD.L,0,Fail
MMS.PA,280,Fail
IDTG.L,0,Fail
SETM,17127,Fail
IEER.L,0,No Data
FHE.TO,0,Fail
ITDB,4615,Fail
IHRMF,0,No Data
BBBL,0,No Data
XZWS.L,0,No Data
PABZ.PA,4216,Fail
TUEX.TO,0,Error
2838.HK,6300,Fail
EXH5.DE,6700,Fail
QQA,6899,Fail
CE71.L,0,Fail
RATE,1425,Fail
YBTC,47933,Fail
IBCH.DE,26019,Fail
CBU2.DE,7438,Fail
IBMP,33943,Fail
3STS.L,0,Fail
ZPR1.DE,0,Error
SBIT,1093985,Pass
ECAR.L,0,Fail
RENG.L,0,Fail
ZWP.TO,0,Error
AGQ,914613,Pass
EMCL.NE,0,Error
DXST.DE,0,Fail
XBTF,0,No Data
HEEM,9921,Fail
PXC.TO,0,Error
CGIC,13613,Fail
IVRS,334,Fail
LGHT,6849,Fail
ESG,3574,Fail
3040.HK,0,Error
JNUG,540493,Pass
DX2D.DE,9918,Fail
JULZ,1009,Fail
VALD.DE,157,Fail
305540.KS,0,Error
2MCL.L,0,Fail
SBAB.L,0,No Data
271050.KS,0,Error
QXTR,0,No Data
SGSE.L,0,No Data
VRIF.TO,0,Error
UET0.DE,5254,Fail
HEMV,0,No Data
MBSF,20563,Fail
LCR,150373,Fail
LIQUIDBEES.NS,2194114,Pass
PATN,1,Fail
FNDC,89750,Fail
XHB.TO,0,Error
LFOD.DE,54,Fail
LBRA.DE,10808,Fail
FDIV,1190,Fail
TECB,18646,Fail
GSJY,6287,Fail
DE000A28M8D0.SG,0,No Data
GRPZ,689,Fail
EGIF.TO,0,Fail
3OIS.L,0,Fail
RHTX,0,No Data
COTN.MI,55096,Fail
FIAT,455228,Pass
BEAR.AX,21680,Fail
EQQS.L,0,Fail
SMGB.L,0,Fail
DMAY,1372,Fail
SECT,83829,Fail
XDWF.L,0,Fail
