Symbol,Volume,Status
ROKS.L,0,No Data
7200.HK,238851400,Pass
SGQI.PA,50,Fail
ISUN.L,0,Fail
EXX5.DE,2341,Fail
RQK.TO,0,No Data
GLT5.L,0,Fail
QQQE,173314,Fail
CSAV.TO,0,Error
PHAG.L,0,Fail
CBON,3462,Fail
TACK,7023,Fail
DHSG.L,0,Fail
FCAM.NE,0,Error
HDFCNIFETF.NS,0,No Data
83127.HK,0,No Data
ZTRE,873,Fail
WTEL.L,0,No Data
JD1X.L,0,No Data
SBCE.L,0,No Data
EPHE,19731,Fail
LQCE.SW,25664,Fail
DE000A2QP323.SG,0,No Data
ESEA.DE,0,Error
IQQE.DE,24915,Fail
SE15.L,0,No Data
MLPA,91933,Fail
EIBB.F,0,No Data
PCEF,89171,Fail
DWX,24839,Fail
EMIE.DE,4935,Fail
MEU.PA,16745,Fail
DPYG.L,0,Fail
ILC.AX,1586,Fail
TANP.L,0,No Data
RAYD,606,Fail
DDEC,4924,Fail
FRCH.L,0,Fail
FXCN.ME,0,No Data
SUOU.AS,2350,Fail
MDLQ,0,No Data
IBGM.L,0,No Data
SXR2.DE,3389,Fail
EDMJ.DE,363543,Pass
CITE.MI,3916,Fail
VVGM.F,0,No Data
VSMV,3135,Fail
TGRW,4339,Fail
DHYA.L,0,Fail
MVIN,0,No Data
FDE.TO,0,No Data
3OIL.MI,457865,Pass
IE000XZSV718.SG,0,No Data
SCHY,77350,Fail
DVYA,3974,Fail
FNCL.L,0,Fail
PLX.DE,0,Error
3ICE.L,0,No Data
IDKO.L,0,Fail
IEXA.DE,900,Fail
2B7C.DE,56571,Fail
BWET,0,No Data
XMD.TO,0,Error
XMEX.L,0,Fail
EMPA.AS,4692,Fail
CYBE.AS,4389,Fail
VDE,430286,Pass
WOOD,35895,Fail
MCSB.TO,0,Error
PSPH.PA,9755,Fail
WSML.L,0,Fail
SQLV,146,Fail
UUP,1291779,Pass
HLQD.L,0,Fail
EMCR.L,0,Fail
IEDI,3466,Fail
MXWO.L,0,Fail
DHSP.L,0,Fail
4COP.F,0,No Data
VAGP.L,0,Fail
IBTI,109553,Fail
LPET.L,0,No Data
XAIN.DE,12811,Fail
272230.KS,0,No Data
GXC,57854,Fail
AGHG.L,0,Fail
QUS,9423,Fail
SBIE.F,0,No Data
DBX1.DE,8028,Fail
CAPE.L,0,Fail
82813.HK,0,No Data
SATO,3547,Fail
MKAM,8,Fail
GEQT.TO,0,Fail
D5BM.DE,16117,Fail
SHUS,189,Fail
CIC.TO,0,Error
1615.T,0,Error
JULW,12071,Fail
LDEM.L,0,No Data
284980.KS,0,Error
SPDG,1008,Fail
RBOD.L,0,Fail
IRVH,102,Fail
10AJ.DE,539,Fail
SLQD,91109,Fail
MDBE.DE,2306,Fail
CPLS,2356,Fail
IEDL.L,0,Fail
KFTK.DE,259,Fail
SEUR.L,0,Fail
JP2E.L,0,Fail
BMAY,1702,Fail
XAD2.MI,520,Fail
ICICIBANKP.NS,0,No Data
XMPT,25492,Fail
DXC.TO,0,Error
XBAS.DE,511116,Pass
JC11.DE,1175,Fail
JRE,0,No Data
GSLC.L,0,Fail
PXF,19473,Fail
SPYC.DE,93,Fail
AGGP.L,0,Fail
JPME,5050,Fail
2STS.AS,4961,Fail
3EUL.L,0,Fail
HDRO.L,0,Fail
TINT,0,No Data
SPYX,57232,Fail
D5BE.DE,229,Fail
SAPL.L,0,No Data
FFSM,8875,Fail
GLDW,0,No Data
USP5.L,0,No Data
BCOM.L,0,Fail
IUES.L,0,Fail
IWC,14351,Fail
IDU,65078,Fail
139290.KS,0,Error
IGEA.L,0,Fail
EMAS.L,0,Fail
R2US.L,0,Fail
IDEV,233566,Pass
FGQD.L,0,Fail
FCUL.TO,0,No Data
KOIP.L,0,No Data
DIVC,0,No Data
SEF,15963,Fail
3BPE.L,0,Fail
RWC.TO,0,No Data
VCIP.TO,0,Error
ENCC.TO,0,Error
HTH.TO,0,No Data
ETHR.TO,0,Error
BBSA,9577,Fail
SPYE.DE,195,Fail
LGGG.L,0,Fail
315960.KS,0,Error
ICICIPHARM.NS,0,No Data
USE5.MI,7615,Fail
MKK1.DE,0,Error
HYEM.L,0,Fail
ZPDE.DE,9339,Fail
LCUW.DE,247999,Pass
NYF,38458,Fail
NZB.NZ,659,Fail
143460.KS,0,Error
FSMO,0,No Data
LRGC,13660,Fail
COM,24336,Fail
PHPD.L,0,Fail
SPXP.L,0,Fail
IQIN,4663,Fail
3NGS.MI,52616,Fail
ITAN,977,Fail
LWCE.PA,1058,Fail
BWEB,0,No Data
CWO.TO,0,No Data
XZMU.L,0,Fail
XAT1.DE,1725,Fail
GRPM,16398,Fail
BCD,93543,Fail
BKWO,264,Fail
CO2U.L,0,No Data
ACES,22459,Fail
319640.KS,0,Error
FAGB.L,0,No Data
BDCX,376,Fail
BILT.TO,0,No Data
XNOV,315,Fail
DRSK,60048,Fail
ESNB.DE,0,Error
ETLR.DE,59,Fail
3LPO.MI,278,Fail
SMHB,10391,Fail
CDL,14195,Fail
QDVW.DE,203196,Pass
LOUP,6855,Fail
RPV,114055,Fail
108590.KS,0,Error
XLIQ.DE,102,Fail
XTH,0,No Data
IFIX,0,No Data
UNG,5660011,Pass
EWH,6278094,Pass
BOTG.L,0,Fail
XS3R.L,0,Fail
DXZ.TO,0,Error
CSEMAS.SW,2144,Fail
INFRAIETF.BO,0,No Data
245350.KS,0,Error
JHPI,6967,Fail
RDSS.L,0,No Data
JGYH.L,0,No Data
UBF7.F,0,No Data
MWRD.L,0,No Data
HAD.TO,0,Error
VDNR.L,0,Fail
XUFN.DE,4859,Fail
SCHF,2906183,Pass
FDNI.L,0,Fail
AMER,0,No Data
SAWG,0,No Data
SLMB.DE,1,Fail
JMOM,25068,Fail
HEWJ,7850,Fail
ICDU.L,0,Fail
3DEL.MI,1836,Fail
ISPY,54462,Fail
WTAI.L,0,Fail
SOVF,10605,Fail
UAUD,0,No Data
IWDE.SW,4276,Fail
PSP5.PA,44393,Fail
MSGR,0,No Data
WSRI.L,0,No Data
IBII,2326,Fail
QDVR.DE,77244,Fail
SAMM,733,Fail
TFRN.L,0,Fail
INDW.L,0,No Data
DUBS,4649,Fail
RAVI,10122,Fail
URR,0,No Data
ZPRU.DE,363,Fail
IDHQ,25975,Fail
PGL.TO,0,No Data
MDZ.NZ,16594,Fail
IBTM,15058,Fail
SUWU.SW,0,Error
BGX.DE,0,Error
JCHA.MI,0,No Data
CARU,0,No Data
266420.KS,0,Error
83188.HK,403807,Pass
VWRD.L,0,Fail
CBE3.L,0,Fail
310960.KS,0,No Data
CQQQ,913779,Pass
BAMA,1462,Fail
CINF.TO,0,Error
IEFV.L,0,Fail
227830.KS,0,Error
TRYP,0,No Data
DXF.TO,0,Fail
CHRG,0,No Data
WLDX.MI,0,Fail
SDIE.L,0,No Data
PR1T.L,0,Fail
LYTELW.SW,0,No Data
ESTX.AX,2922,Fail
IQD.TO,0,Error
AEXK.L,0,No Data
TOLL,314,Fail
CGSD,75858,Fail
GOO2.L,0,Fail
TSLQ,3301713,Pass
18MY.DE,0,No Data
LDRI,0,No Data
IUFS.L,0,Fail
X010.DE,0,No Data
XSCS.L,0,Fail
SXR4.DE,519,Fail
LSK8.DE,749406,Pass
CEUG.L,0,Fail
UBND,149049,Fail
2809.HK,33832,Fail
BTEE.L,0,Fail
ULTY,1348384,Pass
XDIV.TO,0,Error
FCGB.TO,24236,Fail
SDUE.L,0,Fail
SH,23670420,Pass
SRS,54076,Fail
HCXZ,0,No Data
UBRT,0,No Data
QUIG.TO,0,Fail
DEMZ,771,Fail
114100.KS,0,Error
PJBF,289,Fail
ICHD.AS,14052,Fail
PSUBNKBEES.NS,2981404,Pass
JEPG.SW,0,Error
DBXD.DE,19573,Fail
PSCQ,1847,Fail
US71.L,0,Fail
FB3S.L,0,Fail
SPFF,41074,Fail
SESG.L,0,No Data
SBUS.L,0,No Data
LVNG.L,0,Fail
LSMC.DE,0,Error
ESDU.L,0,Fail
BGLD,1820,Fail
TAWK,0,No Data
3086.HK,19200,Fail
IBC4.DE,6466,Fail
CEU1.L,0,Fail
FTFX.L,0,No Data
ISMCF,58,Fail
BULP.L,0,Fail
MART,5846,Fail
IPRP.L,0,Fail
IBCM.DE,3111,Fail
WWJD,24855,Fail
3FB.L,0,Fail
FOUR.TO,0,Fail
IE00BYML9W36.SG,0,No Data
GSEW,17118,Fail
FAUS,0,No Data
DMAT.MI,428,Fail
KWE3.L,0,Fail
SPYG,1266797,Pass
UTISENSETF.NS,4869,Fail
JUMF.DE,0,No Data
USP3.L,0,Fail
GGRB.L,0,Fail
WFIG,0,No Data
PCEU.PA,6686,Fail
CHI3.L,0,Fail
UB06.L,0,Fail
FFIU,2165,Fail
219390.KS,0,Error
TAO,0,No Data
PSCM,250,Fail
XBJL,7391,Fail
GSPY,0,No Data
BRTG.L,0,No Data
RRH,0,No Data
SXUS,0,No Data
S5SD.L,0,Fail
PPA,308643,Pass
ESGG,260,Fail
HAGG.PA,21900,Fail
3109.HK,10512400,Pass
SPQB.MI,0,No Data
225060.KS,0,Error
LSPX.L,0,Fail
CNY,0,No Data
S5SG.DE,451,Fail
WTDM.DE,10028,Fail
XQQ.TO,0,Error
ICLO,63953,Fail
PSU-U.TO,0,Error
WTI2.DE,3442,Fail
TPHE,997,Fail
SPMO,589621,Pass
FCPI,31662,Fail
SLYG,61041,Fail
RBNK.TO,0,Error
FYT,5691,Fail
AMDS.L,0,Fail
US1.SW,0,Fail
AW1R.DE,5606,Fail
HBRL.L,0,No Data
MDCP,112025,Fail
FCFY,0,No Data
DOG,1162419,Pass
SC0S.DE,1865,Fail
W311.DE,608,Fail
BNO,441922,Pass
EEMO,9925,Fail
IGLD,60436,Fail
KOTAKNV20.NS,0,No Data
LYBK.DE,1770,Fail
BSCE,0,No Data
TILT,1907,Fail
ZPDT.DE,18310,Fail
VNGDF,0,No Data
ACWU.L,0,No Data
CTZ,0,No Data
C006.DE,847,Fail
NGE,0,No Data
ECRP.PA,29819,Fail
JXI,2751,Fail
GAAA.L,0,Fail
IDPE.L,0,Fail
EUN8.DE,0,Error
FMED,3685,Fail
SPVM,171,Fail
INDF,940,Fail
CEBE.MI,32056,Fail
UIMC.DE,2961,Fail
BSMP,17626,Fail
IE00B4X9L533.SG,0,No Data
DXV.TO,0,Error
CAML,22621,Fail
DXSP.DE,70308,Fail
JPN.PA,69,Fail
WTV,9505,Fail
GLTS.L,0,Fail
GBLD,562,Fail
SKWE.AS,0,No Data
BSCO,249385,Pass
DXJD.SW,800,Fail
SUSM.L,0,Fail
DXO.TO,0,Error
GEMD,2932,Fail
ZPRE.DE,980,Fail
TVIXF,0,No Data
GOOS.L,0,Fail
FNGS,262542,Pass
AFRN.PA,14562,Fail
PHO,54660,Fail
ECN.PA,675,Fail
VTS.AX,2956,Fail
SE1X.L,0,No Data
UYM,4976,Fail
FRCJ.DE,8682,Fail
NVDS.L,0,Fail
C50U.PA,451,Fail
DAXD.SW,0,Fail
XMMS.L,0,Fail
JREE.L,0,Fail
USMV,969671,Pass
SHE,1328,Fail
XPND,4885,Fail
EUCG,0,No Data
269530.KS,0,Error
GLRY,11690,Fail
STPU.L,0,Fail
UYLD,22015,Fail
FMF,27459,Fail
FTXN,36236,Fail
FLXK.L,0,Fail
232080.KS,0,Error
DJEU.L,0,No Data
D6RP.F,0,No Data
FTCS,180182,Fail
EWZS,97775,Fail
MXUS.L,0,Fail
FEEU,0,No Data
OARK,68527,Fail
SPGM,27527,Fail
QAT,1141,Fail
WTEJ.DE,3614,Fail
2STR.MI,0,No Data
PSCE,6211,Fail
WLDD.L,0,Fail
XQUA.L,0,No Data
UTHY,1705,Fail
SPY,35946038,Pass
KRE,10602028,Pass
TPE.TO,0,Error
IE00B4NCWG09.IR,0,No Data
TREI.L,0,Fail
JUCY,19953,Fail
OUSM,64160,Fail
217770.KS,0,Error
V3GU.L,0,Fail
DFEV,76407,Fail
FLCA,7566,Fail
IUS8.DE,8835,Fail
DFSD,279872,Pass
AGGH,42870,Fail
QYLU.L,0,Fail
LGQK.DE,28,Fail
JPXC.SW,0,No Data
PRFZ,26220,Fail
250780.KS,0,Error
JHAC,0,No Data
138530.KS,0,Error
IB26.MI,0,Error
PYPY,212244,Pass
IRCP.SW,561,Fail
ZFH.TO,0,Error
RSP,3222122,Pass
J13U.L,0,No Data
QEMM,1261,Fail
GLTA.L,0,Fail
PDP,7853,Fail
ESRU.L,0,No Data
VEMT.L,0,Fail
108450.KS,0,Error
FDTX,21977,Fail
VBND.AX,3429,Fail
CONL,13759788,Pass
JRUD.DE,1850,Fail
SMEU.L,0,No Data
ETZD.PA,9159,Fail
OUSA,106232,Fail
XUEK.DE,5088,Fail
DUAL,0,No Data
PICK,57968,Fail
CIF.TO,0,Error
USAL.L,0,No Data
VNQ,2297536,Pass
FT1K.L,0,No Data
FKU.L,0,Fail
HAPI,2749,Fail
INDA,2334114,Pass
ESGW.DE,2005,Fail
LBO,1239,Fail
QDTE,481557,Pass
XNKY.F,0,No Data
KBA,330156,Pass
NTSX,83457,Fail
CGW,23798,Fail
XHYE,452,Fail
JCAG.L,0,No Data
REIT,10982,Fail
RBND,0,No Data
GDMA,0,No Data
XSD,29747,Fail
DLTM.L,0,Fail
3STL.L,0,Fail
EMXC.DE,35503,Fail
MMIN,44041,Fail
ESVR.MI,5065,Fail
HMBR.L,0,No Data
GOEX,2690,Fail
1TSL.L,0,No Data
YMAR,6199,Fail
J13E.L,0,No Data
APXH,0,No Data
IUSV,352122,Pass
IE15.L,0,Fail
NRGW.PA,0,Error
JPEM,5642,Fail
SRET,19369,Fail
SOCL,5228,Fail
VDC,62572,Fail
HGRO.TO,2831,Fail
AIGI.L,0,Fail
IBZL.MI,7613,Fail
7331.HK,0,No Data
IJK,184759,Fail
FIEU,0,No Data
MENV,0,No Data
SPPQ.F,0,No Data
XCHA.L,0,Fail
SOXQ,340058,Pass
RBOT.MI,63759,Fail
QDIV.L,0,Fail
SPBO,186631,Fail
FXZ,29346,Fail
CEFZ,0,No Data
DGRW.L,0,Fail
RWE.TO,0,No Data
CT2B.L,0,Fail
VTV,1474315,Pass
VGEU.DE,5538,Fail
3140.HK,0,No Data
CSUSS.MI,2206,Fail
TMSL,43822,Fail
EMBC.SW,31222,Fail
ARGT,183782,Fail
IGVT,0,No Data
SEU3.L,0,No Data
CFCV,0,No Data
UEFF.DE,2401,Fail
LCTD,5055,Fail
DDM,315915,Pass
CPAI,14990,Fail
SHYD,18662,Fail
FEUI.DE,904,Fail
SMICHA.SW,22003,Fail
GIAX,75943,Fail
VEA,5569258,Pass
EMBE.L,0,Fail
HFGO,382,Fail
BYLD,25013,Fail
UET5.F,0,No Data
FMIL,0,No Data
ERSX,0,No Data
EUDI.L,0,Fail
TDSB,3639,Fail
FTAD.L,0,Fail
PSI,128166,Fail
5QQE.L,0,Fail
IVOA.MI,64029,Fail
GRZZ,0,No Data
LCVB.DE,0,Error
ESPX.AS,0,Error
PHE.TO,0,Fail
ODDS,265,Fail
JHMD,16562,Fail
EWLD.PA,15397,Fail
DEUR,0,No Data
SHY,1847944,Pass
IG,10403,Fail
TXS,1208,Fail
XGSD.L,0,Fail
101280.KS,0,Error
FFOG,5481,Fail
PUTD,0,No Data
XDWFF,0,No Data
OGSP,1805,Fail
KX1G.DE,1852,Fail
CRYP,0,No Data
EGOV.PA,2833,Fail
NULC,785,Fail
SEMI.AS,50328,Fail
QIS,9309,Fail
IVRA,2797,Fail
WENS.AS,71140,Fail
C099.DE,1835,Fail
IB01.L,0,Fail
AHHX,0,No Data
IYT,509064,Pass
SMHS.L,0,Fail
ESUS,122,Fail
GRWN,0,No Data
FLEU,841,Fail
XFF.TO,0,No Data
ARKX,30131,Fail
CRWE.PA,0,No Data
TGFI.TO,0,Error
ERNZ,0,No Data
DRGE.F,0,No Data
BDEC,2410,Fail
ISFR.L,0,Fail
MRGR,0,No Data
EUN.L,0,Fail
IDUP.L,0,Fail
ZWH.TO,0,Error
BSWN,0,No Data
IEFN,0,No Data
PSRE.L,0,Fail
MOOD,293,Fail
CSTP.L,0,No Data
KCE,28910,Fail
TSLR,1230427,Pass
UBUX.DE,50,Fail
DWAW,63,Fail
GBLO,0,No Data
JAPB.L,0,No Data
VAGE.DE,2692,Fail
JMBA.L,0,No Data
QLC,3186,Fail
KORU,512231,Pass
EH1Y.F,0,No Data
FLES.SW,0,Fail
EDEN,6351,Fail
UYG,30136,Fail
TVIX,0,No Data
EMD5.L,0,Fail
NAIL,226133,Pass
228810.KS,0,Error
GARD,0,No Data
JPJP.L,0,Fail
MRAD,120,Fail
E903.DE,108,Fail
STYC.L,0,Fail
CSP500.JO,29622,Fail
OFSSZ,0,No Data
IFV,8195,Fail
HEZU,2857,Fail
GLGG.L,0,Fail
LCNY.L,0,No Data
ASEA,23529,Fail
BFIN.TO,0,Error
VNM,174234,Fail
UNCU.L,0,No Data
SNXT50BEES.BO,0,No Data
EXA1.AS,30433,Fail
PIN,28439,Fail
KBWY,59623,Fail
GACA.DE,18,Fail
3GOS.MI,19386,Fail
STXK,1749,Fail
EESG.L,0,No Data
218420.KS,0,Error
LGWU.DE,31,Fail
114800.KS,0,Error
EMUD.L,0,Fail
PTMC,7312,Fail
KPOP,0,No Data
OUFU.L,0,Fail
XNAQ.L,0,Fail
BAD,0,No Data
FEM,35783,Fail
ESPO.L,0,Fail
HIDV,2072,Fail
VALD.PA,455,Fail
EKG,2,Fail
SHC.PA,46733,Fail
E905.DE,0,No Data
FWRA.MI,0,Error
BSMC,6430,Fail
XFIV,14279,Fail
JGLD,0,No Data
JIVE,2907,Fail
VMAT,0,No Data
ICICINF100.NS,0,No Data
USMF,27834,Fail
BDCL,0,No Data
XDGH.TO,0,Error
MEU.TO,0,No Data
RYJ,0,No Data
METV,169504,Fail
HACK,57645,Fail
XDSQ,33570,Fail
AGG,3490789,Pass
36BB.DE,6721,Fail
CBUL.F,0,No Data
XLE3.L,0,Fail
EWUS,11901,Fail
E50EUA.MI,0,No Data
UB03.L,0,Fail
STXPRO.JO,166810,Fail
3IND.L,0,Fail
ZMBS.TO,0,Fail
XZW0.L,0,Fail
JJS,0,No Data
GFIN,0,No Data
DTCR,65949,Fail
HMUD.L,0,No Data
FTSL,204201,Pass
147970.KS,0,Error
WXHG.AX,12893,Fail
SUOE.L,0,Fail
VIDI,7624,Fail
XLUS.L,0,Fail
V40D.DE,99,Fail
DRGN.L,0,No Data
ZPRM.DE,0,Error
LQDE.L,0,Fail
ALUM.MI,8037,Fail
FLGA.TO,0,Error
AMD2.L,0,Fail
XBO2.DE,512,Fail
G500.L,0,Fail
HIPS.PA,228,Fail
AFI1.F,0,No Data
ELFD.DE,119,Fail
UCOM,0,No Data
SHV,2922488,Pass
XRLV,0,No Data
XDEV.DE,14063,Fail
CE9G.L,0,No Data
CCON,0,No Data
3MBE.L,0,Fail
TBFG,0,No Data
CDX,15434,Fail
UEQ3.DE,0,Error
RIDH.TO,0,Error
GS2.L,0,Fail
DBMF,215891,Pass
JHID,0,No Data
DLN,63951,Fail
JHMA,0,No Data
SOXX,1957243,Pass
IXN,288149,Pass
DXSV.DE,0,Error
SIL,430204,Pass
FLWR.L,0,No Data
GLDI,2013,Fail
CTEC.AS,14595,Fail
EXX7.DE,9263,Fail
IEFA,3152016,Pass
FGD,40241,Fail
CC1.PA,226,Fail
CLF.TO,0,Error
IS3M.DE,12274,Fail
IKSA.L,0,Fail
FCCM.TO,863,Fail
XBIL,176427,Fail
LGGL.L,0,Fail
SXIPEX.DE,0,No Data
EZA,52431,Fail
266360.KS,0,Error
QCN.TO,0,Error
CLIP,60488,Fail
TINE.MI,0,No Data
BATT.L,0,Fail
ISIF.TO,0,Fail
ICICIMCAP.NS,0,No Data
QRFT,5743,Fail
IJPA.L,0,Fail
WFH,2238,Fail
UTRE,6304,Fail
EMXF,1809,Fail
YXM.TO,0,No Data
EVOU.PA,120,Fail
LYX7.DE,0,No Data
RSEE,636,Fail
3EML.L,0,Fail
102960.KS,0,Error
PSRM.L,0,Fail
EPAD.AS,15781,Fail
SSIL.L,0,No Data
EDMW.DE,53493,Fail
NGAG.L,0,No Data
BSBE,0,No Data
XSCD.L,0,Fail
HFT.TO,0,No Data
TLT,27606932,Pass
SRDS.L,0,No Data
ONEQ.TO,0,Fail
PDJE.PA,1512,Fail
EIS,12916,Fail
LMBS,384405,Pass
ALAI,750,Fail
IUSW.DE,116143,Fail
CPSA,3597,Fail
WATC.L,0,Fail
VOLT.L,0,Fail
CCSO,3508,Fail
EMNE.DE,2015,Fail
BOTZ.L,0,Fail
QHAL.AX,5813,Fail
STSB,0,No Data
WNDU.L,0,Fail
SCHD,8990244,Pass
VACF.AX,994,Fail
PMEH.PA,4383,Fail
ICICIB22.BO,0,No Data
DECW,1320,Fail
315930.KS,0,Error
ERNS.L,0,Fail
STRV,59869,Fail
BSMR,14584,Fail
EQGB.L,0,Fail
JRNY,0,No Data
BIS,8970,Fail
JUNT,0,No Data
EXSG.DE,4980,Fail
SCHR,526418,Pass
SIMS,0,No Data
IPRA.AS,1367,Fail
DLBL,0,No Data
EMQQ.L,0,Fail
JIBG.L,0,No Data
XMME.L,0,Fail
EUHD.PA,700,Fail
DTYS,0,No Data
295820.KS,0,No Data
6FIN.DE,0,No Data
MSMR,1133,Fail
XMVU.L,0,Fail
ZDY.TO,0,Error
USI,0,No Data
CEMR.DE,14136,Fail
EIGA.AX,52,Fail
ALYU.L,0,No Data
VO,291033,Pass
DYLG,0,No Data
JHMI,0,No Data
CUKS.L,0,Fail
H41J.DE,0,No Data
DFE,12248,Fail
EN4C.F,0,No Data
EXX6.DE,510,Fail
IYG,22758,Fail
XLF,35164182,Pass
BSDE,0,No Data
XIDE,745,Fail
IBGX.SW,0,No Data
IGSB,874027,Pass
C005.DE,2037,Fail
X7PP.L,0,Fail
GRMY,0,No Data
MDBU.DE,2235,Fail
SKYY,98947,Fail
IEML.L,0,Fail
OCTH,1075,Fail
KBND.L,0,No Data
DRV,135168,Fail
PLDR,51063,Fail
CSM,4710,Fail
FCCD.TO,0,Error
XCX6.L,0,Fail
IWDP.SW,225,Fail
291890.KS,0,Error
VALW.L,0,Fail
TOKE,4956,Fail
ARKW,124060,Fail
GSIE,127781,Fail
BUSA,21314,Fail
NALT.TO,0,Error
WTEH.DE,4985,Fail
MTXX.L,0,Fail
316670.KS,0,Error
SYBD.DE,4415,Fail
VJPE.DE,706,Fail
XSI.TO,0,Fail
SC01.DE,3,Fail
HNDX.F,0,No Data
BLOK.L,0,Fail
XTJA,1728,Fail
XGSG.L,0,Fail
GBPG.L,0,Fail
IPO,15912,Fail
7248.HK,0,No Data
5MVW.F,0,No Data
JJMTF,0,No Data
AMEW.DE,1673,Fail
XGI.TO,0,Error
3CON.L,0,Fail
XPHI.L,0,Fail
UB30.L,0,Fail
CHPS,1317,Fail
UET5.DE,3949,Fail
RTYS.L,0,Fail
248260.KS,0,No Data
NERD,1262,Fail
SLXU.AS,1152,Fail
XLC,3436043,Pass
ABEQ,2417,Fail
NPBET.NS,4044,Fail
XTL,6877,Fail
EDG2.L,0,Fail
MFDD.L,0,Fail
OPEN.DE,2201,Fail
RIFI.TO,0,Error
PBND,0,No Data
STXH.DE,0,Error
PSYK,0,No Data
USDY,0,No Data
SPPD.DE,2200,Fail
229720.KS,0,Error
PR1Z.DE,26,Fail
EGB3.MI,0,No Data
UC99.L,0,Fail
SLMA.DE,25366,Fail
PRIU.L,0,No Data
OCIO,704,Fail
DGRW,302232,Pass
IBGY.L,0,No Data
VUSC.DE,453,Fail
VEMY,539,Fail
ID25.SW,0,Fail
GILS.L,0,Fail
3LMO.PA,0,No Data
MRSK,17206,Fail
3GOO.L,0,Fail
SYB3.DE,28570,Fail
AEB,0,No Data
HYND,0,No Data
3BID.L,0,Fail
AXJL,0,No Data
UEF7.F,0,No Data
GNAR.DE,0,No Data
CI2U.L,0,Fail
IDLB,0,No Data
IBTH,135997,Fail
LIT,240628,Pass
UEVM,362,Fail
IDTL.L,0,Fail
9404.SR,0,Error
HYLG,117,Fail
EUNS.DE,5299,Fail
UPWD,0,No Data
XLCP.L,0,Fail
SDGA,0,No Data
RWW.TO,0,No Data
EXHF.DE,372,Fail
XGD.TO,0,Error
2NFL.L,0,Fail
DTOX,0,No Data
IYK,28315,Fail
IDEC,100,Fail
TVIZ,0,No Data
JHEM,785,Fail
CGLO.TO,0,Error
IMGP.L,0,Fail
IGE,18658,Fail
RENW.DE,8665,Fail
PSM,0,No Data
ASR5.DE,15473,Fail
83199.HK,0,Fail
GBGR,0,No Data
QTR,48,Fail
3LNF.L,0,Fail
BKUS,0,No Data
DXSW.DE,2,Fail
VDU.TO,0,Error
YCL,82373,Fail
DUST,11348305,Pass
PRMN,0,No Data
IWF,1173130,Pass
ROAI.L,0,No Data
QVFD.L,0,No Data
KNO,241,Fail
WHEA.L,0,Fail
EVGBC,0,No Data
FIE.TO,0,Error
MNA,54897,Fail
MUSQ,8703,Fail
BCFE.DE,745,Fail
ZLE.TO,0,Fail
CRB.PA,0,No Data
XYLD.DE,501,Fail
SGDJ,15904,Fail
USTY.L,0,Fail
CNEQ,324,Fail
HURA.TO,0,Error
SJPD.AS,985,Fail
CODO.L,0,No Data
XL3S.L,0,Fail
138910.KS,0,Error
TNA,11821654,Pass
DGRS,117472,Fail
SARK.L,0,Fail
LKOR,1323,Fail
UFEB,2292,Fail
UC86.L,0,No Data
ZUB.TO,0,Error
INRG.L,0,Fail
NBGR,847,Fail
OLD,0,No Data
HDLV.L,0,Fail
MIDSELIETF.BO,0,No Data
OZEM,10443,Fail
TPOR,30879,Fail
EWT,2399444,Pass
BUNH.DE,0,No Data
WBIL,1112,Fail
QQQN,583,Fail
DBXE.DE,82155,Fail
JADE,0,No Data
AIGO.L,0,Fail
TULB.TO,0,Error
ROCI,0,No Data
SGWS.L,0,Fail
WTED.DE,4063,Fail
RUE.TO,0,No Data
SETM.MI,681,Fail
HTA.TO,0,Error
UMI.TO,0,Error
XCNS.TO,0,Error
CTNN,0,No Data
ICSH,875815,Pass
MEXX,43154,Fail
SPES.L,0,Fail
TQCD.TO,0,Error
3LBA.L,0,Fail
SYGT40.JO,1037,Fail
XIN.TO,0,Error
EQCH.SW,4352,Fail
BRND.L,0,Fail
GCOW,93697,Fail
277630.KS,0,Error
VIS2.L,0,Fail
FCLH.TO,0,No Data
HDFCNIFTY.BO,0,No Data
QXGG,0,No Data
XSEN.L,0,Fail
PREF,82092,Fail
IUSS,0,No Data
LMAX.TO,0,Error
HEE.TO,49336,Fail
FLBA.TO,0,No Data
VERE.DE,4643,Fail
USD.AX,24289,Fail
APRH,2903,Fail
LU1437017350.AS,0,No Data
GINX,5445,Fail
EMCR,3443,Fail
IEUR,307192,Pass
CWEB,1316804,Pass
FXIT.ME,0,No Data
FUT,0,No Data
HEAT.L,0,Fail
ACVF,5358,Fail
EEAA.DE,198,Fail
MTBA,431889,Pass
HUKX.L,0,Fail
114460.KS,0,Error
FXGB.L,0,Fail
DWTR,0,No Data
EUCH.MI,0,No Data
IMTM,330222,Pass
LGB3.L,0,No Data
PUS3.L,0,Fail
LCJD.L,0,Error
FUNL,12962,Fail
SXRU.DE,1315,Fail
BETS.L,0,No Data
HGC.TO,0,No Data
DWAS,14119,Fail
KOOL,1378,Fail
LQEE.L,0,Fail
CJ1.PA,80,Fail
XDUH.TO,0,Fail
CORN,94607,Fail
BIZD,361319,Pass
UGA,8248,Fail
IEMA.L,0,Fail
PUIG.MI,0,No Data
CBUC.DE,14975,Fail
XYLD,321463,Pass
LASP.DE,567,Fail
FWDB,0,No Data
MREL.TO,0,Error
292160.KS,0,Error
ESGS,0,No Data
CSH2.L,0,Fail
